Elapsed Time,II,MAX FREQUENCY
0.047,-1.9021130325903064,100.0
0.0475,-2.0,100.0
0.048,-1.9021130325903057,100.0
0.0485,-1.6180339887498942,100.0
0.049,-1.1755705045849425,100.0
0.0495,-0.6180339887498938,100.0
0.05,4.656133759306296e-15,100.0
0.0505,0.6180339887498959,100.0
0.051000000000000004,1.17557050458495,100.0
0.051500000000000004,1.6180339887498996,100.0
0.052000000000000005,1.9021130325903108,100.0
0.0525,2.0,100.0
0.053,1.9021130325903057,100.0
0.0535,1.6180339887498985,100.0
0.054,1.1755705045849485,100.0
0.0545,0.618033988749894,100.0
0.055,-4.411204399476825e-15,100.0
0.0555,-0.6180339887499025,100.0
0.056,-1.175570504584944,100.0
0.0565,-1.6180339887498953,100.0
0.057,-1.9021130325903084,100.0
0.0575,-2.0,100.0
0.058,-1.902113032590308,100.0
0.0585,-1.6180339887498945,100.0
0.059000000000000004,-1.1755705045849427,100.0
0.059500000000000004,-0.6180339887498875,100.0
0.06,-2.9391523179536475e-15,100.0
0.0605,0.6180339887498955,100.0
0.061,1.1755705045849496,100.0
0.0615,1.618033988749891,100.0
0.062,1.9021130325903062,100.0
0.0625,2.0,100.0
0.063,1.902113032590306,100.0
0.0635,1.6180339887498905,100.0
0.064,1.1755705045849487,100.0
0.0645,0.6180339887498945,100.0
0.065,-3.921345679817883e-15,100.0
0.0655,-0.6180339887499019,100.0
0.066,-1.1755705045849552,100.0
0.0665,-1.618033988749895,100.0
0.067,-1.9021130325903084,100.0
0.0675,-2.0,100.0
0.068,-1.9021130325903037,100.0
0.0685,-1.6180339887498947,100.0
0.069,-1.1755705045849432,100.0
0.0695,-0.6180339887498879,100.0
0.07,1.0781843677589415e-14,100.0
0.07050000000000001,0.6180339887499084,100.0
0.07100000000000001,1.1755705045849492,100.0
0.07150000000000001,1.6180339887498991,100.0
0.07200000000000001,1.9021130325903104,100.0
0.0725,2.0,100.0
0.073,1.9021130325903104,100.0
0.0735,1.6180339887498991,100.0
0.074,1.1755705045849492,100.0
0.0745,0.6180339887498949,100.0
0.075,-3.4314869601589423e-15,100.0
0.0755,-0.6180339887498879,100.0
0.076,-1.1755705045849432,100.0
0.0765,-1.6180339887498947,100.0
0.077,-1.9021130325903082,100.0
0.0775,-2.0,100.0
0.078,-1.9021130325903084,100.0
0.0785,-1.618033988749895,100.0
0.079,-1.1755705045849436,100.0
0.0795,-0.6180339887498885,100.0
0.08,-3.91886975727153e-15,100.0
0.0805,0.6180339887498945,100.0
0.081,1.1755705045849487,100.0
0.0815,1.6180339887498987,100.0
0.082,1.9021130325903104,100.0
0.0825,2.0,100.0
0.083,1.9021130325903062,100.0
0.0835,1.618033988749891,100.0
0.084,1.175570504584938,100.0
0.0845,0.6180339887498819,100.0
0.085,-2.941628240500001e-15,100.0
0.0855,-0.618033988749901,100.0
0.08600000000000001,-1.1755705045849543,100.0
0.08650000000000001,-1.618033988749903,100.0
0.08700000000000001,-1.9021130325903124,100.0
0.08750000000000001,-2.0,100.0
0.088,-1.9021130325903084,100.0
0.0885,-1.6180339887498953,100.0
0.089,-1.1755705045849556,100.0
0.0895,-0.6180339887499025,100.0
0.09,-4.408728476930472e-15,100.0
0.0905,0.618033988749894,100.0
0.091,1.1755705045849485,100.0
0.0915,1.61803398874989,100.0
0.092,1.9021130325903057,100.0
0.0925,2.0,100.0
0.093,1.9021130325903064,100.0
0.0935,1.6180339887498913,100.0
0.094,1.17557050458495,100.0
0.0945,0.6180339887498959,100.0
0.095,-2.45176952084106e-15,100.0
0.0955,-0.6180339887499006,100.0
0.096,-1.175570504584954,100.0
0.0965,-1.6180339887498942,100.0
0.097,-1.902113032590308,100.0
0.0975,-2.0,100.0
0.098,-1.9021130325903042,100.0
0.0985,-1.6180339887498874,100.0
0.099,-1.1755705045849445,100.0
0.0995,-0.6180339887498894,100.0
0.1,9.312267518612591e-15,100.0
0.1005,0.6180339887499071,100.0
0.101,1.175570504584948,100.0
0.1015,1.6180339887498982,100.0
0.10200000000000001,1.90211303259031,100.0
0.10250000000000001,2.0,100.0
0.10300000000000001,1.9021130325903022,100.0
0.10350000000000001,1.6180339887498831,100.0
0.10400000000000001,1.1755705045849274,100.0
0.1045,0.6180339887498963,100.0
0.105,-1.9619108011821185e-15,100.0
0.1055,-0.6180339887499001,100.0
0.106,-1.1755705045849536,100.0
0.1065,-1.6180339887498856,100.0
0.107,-1.9021130325903033,100.0
0.1075,-2.0,100.0
0.108,-1.9021130325903088,100.0
0.1085,-1.6180339887498958,100.0
0.109,-1.175570504584945,100.0
0.1095,-0.6180339887498898,100.0
0.11,8.82240879895365e-15,100.0
0.1105,0.6180339887499066,100.0
0.111,1.1755705045849592,100.0
0.1115,1.6180339887498896,100.0
0.112,1.9021130325903055,100.0
0.1125,2.0,100.0
0.113,1.9021130325903066,100.0
0.1135,1.6180339887498918,100.0
0.114,1.1755705045849392,100.0
0.1145,0.6180339887498832,100.0
0.115,-1.5682906796725182e-14,100.0
0.1155,-0.6180339887499131,100.0
0.116,-1.1755705045849416,100.0
0.1165,-1.6180339887498936,100.0
0.117,-1.9021130325903075,100.0
0.11750000000000001,-2.0,100.0
0.11800000000000001,-1.9021130325903046,100.0
0.11850000000000001,-1.6180339887498878,100.0
0.11900000000000001,-1.1755705045849338,100.0
0.11950000000000001,-0.6180339887498768,100.0
0.12,-5.878304635907295e-15,100.0
0.1205,0.6180339887498926,100.0
0.121,1.1755705045849472,100.0
0.1215,1.6180339887498976,100.0
0.122,1.9021130325903097,100.0
0.1225,2.0,100.0
0.123,1.9021130325903113,100.0
0.1235,1.6180339887499005,100.0
0.124,1.1755705045849512,100.0
0.1245,0.6180339887498972,100.0
0.125,-9.82193361864236e-16,100.0
0.1255,-0.6180339887498991,100.0
0.126,-1.1755705045849527,100.0
0.1265,-1.6180339887499016,100.0
0.127,-1.9021130325903117,100.0
0.1275,-2.0,100.0
0.128,-1.902113032590309,100.0
0.1285,-1.6180339887498965,100.0
0.129,-1.1755705045849456,100.0
0.1295,-0.6180339887498908,100.0
0.13,7.842691359635767e-15,100.0
0.1305,0.6180339887499057,100.0
0.131,1.1755705045849583,100.0
0.1315,1.6180339887499056,100.0
0.132,1.902113032590314,100.0
0.1325,2.0,100.0
0.133,1.902113032590307,100.0
0.1335,1.6180339887498925,100.0
0.134,1.17557050458494,100.0
0.1345,0.6180339887498842,100.0
0.135,-1.4703189357407298e-14,100.0
0.1355,-0.6180339887499122,100.0
0.136,-1.1755705045849638,100.0
0.1365,-1.6180339887499098,100.0
0.137,-1.9021130325903073,100.0
0.1375,-2.0,100.0
0.138,-1.9021130325903048,100.0
0.1385,-1.6180339887498885,100.0
0.139,-1.1755705045849345,100.0
0.1395,-0.6180339887498777,100.0
0.14,2.156368735517883e-14,100.0
0.1405,0.6180339887499187,100.0
0.14100000000000001,1.1755705045849694,100.0
0.14150000000000001,1.6180339887499138,100.0
0.14200000000000002,1.9021130325903093,100.0
0.14250000000000002,2.0,100.0
0.14300000000000002,1.9021130325903026,100.0
0.14350000000000002,1.6180339887498845,100.0
0.14400000000000002,1.175570504584929,100.0
0.1445,0.6180339887498982,100.0
0.145,-2.475922546353431e-18,100.0
0.1455,-0.6180339887498711,100.0
0.146,-1.175570504584929,100.0
0.1465,-1.6180339887498845,100.0
0.147,-1.9021130325903026,100.0
0.1475,-2.0,100.0
0.148,-1.9021130325903093,100.0
0.1485,-1.618033988749897,100.0
0.149,-1.1755705045849465,100.0
0.1495,-0.6180339887498917,100.0
0.15,6.8629739203178846e-15,100.0
0.1505,0.6180339887498777,100.0
0.151,1.1755705045849345,100.0
0.1515,1.6180339887498885,100.0
0.152,1.9021130325903048,100.0
0.1525,2.0,100.0
0.153,1.9021130325903073,100.0
0.1535,1.6180339887498931,100.0
0.154,1.175570504584941,100.0
0.1545,0.6180339887498851,100.0
0.155,-1.3723471918089415e-14,100.0
0.1555,-0.6180339887498842,100.0
0.156,-1.17557050458494,100.0
0.1565,-1.6180339887498925,100.0
0.157,-1.902113032590307,100.0
0.1575,-2.0,100.0
0.158,-1.902113032590305,100.0
0.1585,-1.618033988749889,100.0
0.159,-1.1755705045849354,100.0
0.1595,-0.6180339887498786,100.0
0.16,-7.83773951454306e-15,100.0
0.1605,0.6180339887498908,100.0
0.161,1.1755705045849456,100.0
0.1615,1.6180339887498965,100.0
0.162,1.902113032590309,100.0
0.1625,2.0,100.0
0.163,1.902113032590303,100.0
0.1635,1.618033988749885,100.0
0.164,1.1755705045849298,100.0
0.1645,0.6180339887498721,100.0
0.165,9.772415167715292e-16,100.0
0.1655,-0.6180339887498972,100.0
0.166,-1.1755705045849512,100.0
0.1665,-1.6180339887499005,100.0
0.167,-1.9021130325903113,100.0
0.1675,-2.0,100.0
0.168,-1.9021130325903008,100.0
0.1685,-1.618033988749881,100.0
0.169,-1.1755705045849243,100.0
0.1695,-0.6180339887498926,100.0
0.17,5.883256481000002e-15,100.0
0.1705,0.6180339887499038,100.0
0.171,1.1755705045849567,100.0
0.1715,1.6180339887499045,100.0
0.17200000000000001,1.9021130325903133,100.0
0.17250000000000001,2.0,100.0
0.17300000000000001,1.9021130325902988,100.0
0.17350000000000002,1.618033988749877,100.0
0.17400000000000002,1.1755705045849187,100.0
0.17450000000000002,0.6180339887498861,100.0
0.17500000000000002,-1.2743754478771533e-14,100.0
0.17550000000000002,-0.6180339887499103,100.0
0.176,-1.1755705045849392,100.0
0.1765,-1.6180339887498918,100.0
0.177,-1.9021130325903066,100.0
0.1775,-2.0,100.0
0.178,-1.9021130325903142,100.0
0.1785,-1.6180339887499062,100.0
0.179,-1.1755705045849592,100.0
0.1795,-0.6180339887499066,100.0
0.18,-8.817456953860943e-15,100.0
0.1805,0.6180339887498898,100.0
0.181,1.175570504584945,100.0
0.1815,1.6180339887498958,100.0
0.182,1.9021130325903088,100.0
0.1825,2.0,100.0
0.183,1.9021130325903122,100.0
0.1835,1.6180339887499022,100.0
0.184,1.1755705045849536,100.0
0.1845,0.6180339887499,100.0
0.185,1.9569589560894117e-15,100.0
0.1855,-0.6180339887498963,100.0
0.186,-1.1755705045849503,100.0
0.1865,-1.6180339887499,100.0
0.187,-1.9021130325903108,100.0
0.1875,-2.0,100.0
0.188,-1.90211303259031,100.0
0.1885,-1.6180339887498982,100.0
0.189,-1.175570504584948,100.0
0.1895,-0.6180339887498936,100.0
0.19,4.90353904168212e-15,100.0
0.1905,0.6180339887499029,100.0
0.191,1.175570504584956,100.0
0.1915,1.618033988749904,100.0
0.192,1.902113032590313,100.0
0.1925,2.0,100.0
0.193,1.902113032590308,100.0
0.1935,1.6180339887498942,100.0
0.194,1.1755705045849425,100.0
0.1945,0.618033988749887,100.0
0.195,-1.1764037039453651e-14,100.0
0.1955,-0.6180339887499093,100.0
0.196,-1.1755705045849614,100.0
0.1965,-1.618033988749908,100.0
0.197,-1.902113032590315,100.0
0.1975,-2.0,100.0
0.198,-1.9021130325903057,100.0
0.1985,-1.61803398874989,100.0
0.199,-1.175570504584937,100.0
0.1995,-0.6180339887498805,100.0
0.2,1.8624535037225183e-14,100.0
0.2005,0.6180339887499159,100.0
0.201,1.1755705045849671,100.0
0.2015,1.618033988749912,100.0
0.202,1.9021130325903084,100.0
0.2025,2.0,100.0
0.203,1.9021130325903037,100.0
0.20350000000000001,1.618033988749886,100.0
0.20400000000000001,1.1755705045849314,100.0
0.20450000000000002,0.618033988749901,100.0
0.20500000000000002,-2.5485033034996715e-14,100.0
0.20550000000000002,-0.6180339887498955,100.0
0.20600000000000002,-1.1755705045849725,100.0
0.20650000000000002,-1.6180339887498993,100.0
0.20700000000000002,-1.9021130325903193,100.0
0.20750000000000002,-2.0,100.0
0.20800000000000002,-1.9021130325902926,100.0
0.2085,-1.6180339887499156,100.0
0.209,-1.1755705045849487,100.0
0.2095,-0.6180339887499215,100.0
0.21,3.923821602364237e-15,100.0
0.2105,0.6180339887498749,100.0
0.211,1.1755705045849552,100.0
0.2115,1.6180339887498867,100.0
0.212,1.9021130325903126,100.0
0.2125,2.0,100.0
0.213,1.902113032590317,100.0
0.2135,1.6180339887498947,100.0
0.214,1.1755705045849663,100.0
0.2145,0.6180339887498879,100.0
0.215,1.763738983026824e-14,100.0
0.2155,-0.6180339887499084,100.0
0.216,-1.1755705045849376,100.0
0.2165,-1.6180339887499073,100.0
0.217,-1.902113032590306,100.0
0.2175,-2.0,100.0
0.218,-1.902113032590306,100.0
0.2185,-1.6180339887499073,100.0
0.219,-1.1755705045849376,100.0
0.2195,-0.6180339887499084,100.0
0.22,1.76448175979073e-14,100.0
0.2205,0.6180339887498879,100.0
0.221,1.1755705045849663,100.0
0.2215,1.6180339887498947,100.0
0.222,1.902113032590317,100.0
0.2225,2.0,100.0
0.223,1.9021130325903126,100.0
0.2235,1.6180339887498867,100.0
0.224,1.1755705045849552,100.0
0.2245,0.6180339887498749,100.0
0.225,3.9163938347251765e-15,100.0
0.2255,-0.6180339887499215,100.0
0.226,-1.1755705045849487,100.0
0.2265,-1.6180339887499156,100.0
0.227,-1.9021130325903104,100.0
0.2275,-2.0,100.0
0.228,-1.9021130325903017,100.0
0.2285,-1.6180339887498993,100.0
0.229,-1.1755705045849265,100.0
0.2295,-0.6180339887498955,100.0
0.23,3.1365813593450365e-14,100.0
0.2305,0.618033988749901,100.0
0.231,1.1755705045849774,100.0
0.2315,1.618033988749903,100.0
0.232,1.9021130325903037,100.0
0.2325,2.0,100.0
0.233,1.9021130325903084,100.0
0.2335,1.6180339887498787,100.0
0.234,1.175570504584944,100.0
0.23450000000000001,0.6180339887498618,100.0
0.23500000000000001,-9.804602160817886e-15,100.0
0.23550000000000001,-0.6180339887499345,100.0
0.23600000000000002,-1.1755705045849598,100.0
0.23650000000000002,-1.6180339887499235,100.0
0.23700000000000002,-1.9021130325903146,100.0
0.23750000000000002,-2.0,100.0
0.23800000000000002,-1.9021130325902975,100.0
0.23850000000000002,-1.6180339887498913,100.0
0.23900000000000002,-1.1755705045849154,100.0
0.23950000000000002,-0.6180339887498824,100.0
0.24,-1.175660927181459e-14,100.0
0.2405,0.61803398874986,100.0
0.241,1.1755705045849425,100.0
0.2415,1.6180339887498774,100.0
0.242,1.902113032590308,100.0
0.2425,2.0,100.0
0.243,1.9021130325903042,100.0
0.2435,1.618033988749904,100.0
0.244,1.175570504584933,100.0
0.2445,0.6180339887499029,100.0
0.245,-2.352559815636095e-14,100.0
0.2455,-0.6180339887498936,100.0
0.246,-1.175570504584925,100.0
0.2465,-1.6180339887498982,100.0
0.247,-1.9021130325903013,100.0
0.2475,-2.0,100.0
0.248,-1.9021130325903108,100.0
0.2485,-1.6180339887498831,100.0
0.249,-1.1755705045849503,100.0
0.2495,-0.6180339887498693,100.0
0.25,1.964386723728472e-15,100.0
0.2505,0.618033988749873,100.0
0.251,1.1755705045849536,100.0
0.2515,1.6180339887498856,100.0
0.252,1.9021130325903122,100.0
0.2525,2.0,100.0
0.253,1.9021130325903,100.0
0.2535,1.6180339887498958,100.0
0.254,1.1755705045849218,100.0
0.2545,0.6180339887498898,100.0
0.255,1.9596824708904003e-14,100.0
0.2555,-0.6180339887499066,100.0
0.256,-1.175570504584936,100.0
0.2565,-1.6180339887499062,100.0
0.257,-1.9021130325903055,100.0
0.2575,-2.0,100.0
0.258,-1.9021130325903066,100.0
0.2585,-1.6180339887498751,100.0
0.259,-1.1755705045849392,100.0
0.2595,-0.6180339887498563,100.0
0.26,1.5685382719271533e-14,100.0
0.2605,0.6180339887498861,100.0
0.261,1.1755705045849647,100.0
0.2615,1.6180339887498936,100.0
0.262,1.9021130325903164,100.0
0.2625,2.0,100.0
0.263,1.9021130325902957,100.0
0.2635,1.6180339887498878,100.0
0.264,1.1755705045849107,100.0
0.2645,0.6180339887498768,100.0
0.265,5.875828713360942e-15,100.0
0.2655,-0.6180339887499197,100.0
0.266,-1.1755705045849472,100.0
0.2665,-1.6180339887499142,100.0
0.267,-1.9021130325903097,100.0
0.2675,-2.0,100.0
0.268,-1.9021130325903024,100.0
0.2685,-1.6180339887498671,100.0
0.269,-1.175570504584928,100.0
0.2695,-0.6180339887498972,100.0
0.27,2.9406378714814596e-14,100.0
0.2705,0.6180339887498991,100.0
0.271,1.1755705045849758,100.0
0.2715,1.6180339887499016,100.0
0.272,1.9021130325903206,100.0
0.2725,2.0,100.0
0.273,1.9021130325902915,100.0
0.2735,1.6180339887498798,100.0
0.274,1.1755705045849456,100.0
0.2745,0.6180339887498637,100.0
0.275,-7.84516728218212e-15,100.0
0.2755,-0.6180339887499327,100.0
0.276,-1.1755705045849583,100.0
0.2765,-1.6180339887499224,100.0
0.277,-1.902113032590314,100.0
0.2775,-2.0,100.0
0.278,-1.9021130325902982,100.0
0.2785,-1.618033988749859,100.0
0.279,-1.175570504584917,100.0
0.2795,-0.6180339887498842,100.0
0.28,4.312737471035766e-14,100.0
0.2805,0.6180339887499122,100.0
0.281,1.175570504584987,100.0
0.28150000000000003,1.6180339887499098,100.0
0.28200000000000003,1.9021130325903248,100.0
0.28250000000000003,2.0,100.0
0.28300000000000003,1.9021130325902873,100.0
0.28350000000000003,1.6180339887498716,100.0
0.28400000000000003,1.1755705045849345,100.0
0.28450000000000003,0.6180339887498507,100.0
0.28500000000000003,-2.1566163277725183e-14,100.0
0.28550000000000003,-0.6180339887499458,100.0
0.28600000000000003,-1.1755705045849694,100.0
0.28650000000000003,-1.6180339887499304,100.0
0.28700000000000003,-1.9021130325903182,100.0
0.28750000000000003,-2.0,100.0
0.28800000000000003,-1.902113032590294,100.0
0.2885,-1.6180339887499178,100.0
0.289,-1.175570504584952,100.0
0.2895,-0.6180339887499252,100.0
0.29,4.951845092706862e-18,100.0
0.2905,0.6180339887498711,100.0
0.291,1.1755705045849059,100.0
0.2915,1.6180339887498845,100.0
0.292,1.902113032590294,100.0
0.2925,2.0,100.0
0.293,1.9021130325903182,100.0
0.2935,1.618033988749897,100.0
0.294,1.1755705045849694,100.0
0.2945,0.6180339887498917,100.0
0.295,2.1556259587539768e-14,100.0
0.2955,-0.6180339887499048,100.0
0.296,-1.1755705045849345,100.0
0.2965,-1.6180339887498716,100.0
0.297,-1.9021130325903048,100.0
0.2975,-2.0,100.0
0.298,-1.9021130325903073,100.0
0.2985,-1.6180339887499098,100.0
0.299,-1.175570504584941,100.0
0.2995,-0.6180339887499122,100.0
0.3,1.3725947840635769e-14,100.0
0.3005,0.6180339887498842,100.0
0.301,1.175570504584917,100.0
0.3015,1.6180339887498925,100.0
0.302,1.9021130325902982,100.0
0.3025,2.0,100.0
0.303,1.902113032590314,100.0
0.3035,1.618033988749889,100.0
0.304,1.1755705045849583,100.0
0.3045,0.6180339887498786,100.0
0.305,7.835263591996707e-15,100.0
0.3055,-0.6180339887498637,100.0
0.306,-1.1755705045849456,100.0
0.3065,-1.6180339887498798,100.0
0.307,-1.902113032590309,100.0
0.3075,-2.0,100.0
0.308,-1.902113032590303,100.0
0.3085,-1.6180339887499016,100.0
0.309,-1.1755705045849298,100.0
0.3095,-0.6180339887498991,100.0
0.31,2.744694383617883e-14,100.0
0.3105,0.6180339887498972,100.0
0.311,1.175570504584928,100.0
0.3115,1.6180339887499005,100.0
0.312,1.9021130325903024,100.0
0.3125,2.0,100.0
0.313,1.9021130325903097,100.0
0.3135,1.618033988749881,100.0
0.314,1.1755705045849472,100.0
0.3145,0.6180339887498656,100.0
0.315,-5.885732403546356e-15,100.0
0.3155,-0.6180339887498768,100.0
0.316,-1.1755705045849567,100.0
0.3165,-1.6180339887498878,100.0
0.317,-1.9021130325903133,100.0
0.3175,-2.0,100.0
0.318,-1.9021130325902988,100.0
0.3185,-1.6180339887498936,100.0
0.319,-1.1755705045849187,100.0
0.3195,-0.6180339887498861,100.0
0.32,-1.567547902908612e-14,100.0
0.3205,0.6180339887499103,100.0
0.321,1.1755705045849392,100.0
0.3215,1.6180339887499087,100.0
0.322,1.9021130325903066,100.0
0.3225,2.0,100.0
0.323,1.9021130325903055,100.0
0.3235,1.618033988749873,100.0
0.324,1.175570504584936,100.0
0.3245,0.6180339887499066,100.0
0.325,-1.9606728399089418e-14,100.0
0.3255,-0.6180339887498898,100.0
0.326,-1.1755705045849678,100.0
0.3265,-1.6180339887498958,100.0
0.327,-1.9021130325903175,100.0
0.3275,-2.0,100.0
0.328,-1.9021130325902946,100.0
0.3285,-1.6180339887498856,100.0
0.329,-1.1755705045849076,100.0
0.3295,-0.618033988749873,100.0
0.33,-1.9544830335430583e-15,100.0
0.3305,0.6180339887499233,100.0
0.331,1.1755705045849503,100.0
0.3315,1.6180339887499167,100.0
0.332,1.9021130325903108,100.0
0.3325,2.0,100.0
0.333,1.9021130325903013,100.0
0.3335,1.6180339887498647,100.0
0.334,1.175570504584925,100.0
0.3345,0.6180339887498936,100.0
0.335,-3.332772439463248e-14,100.0
0.3355,-0.6180339887499029,100.0
0.336,-1.175570504584979,100.0
0.3365,-1.618033988749904,100.0
0.337,-1.9021130325903217,100.0
0.3375,-2.0,100.0
0.338,-1.9021130325902904,100.0
0.3385,-1.6180339887498774,100.0
0.339,-1.1755705045849425,100.0
0.3395,-0.6180339887498599,100.0
0.34,1.1766512962000004e-14,100.0
0.3405,0.6180339887499364,100.0
0.341,1.1755705045849614,100.0
0.3415,1.6180339887499247,100.0
0.342,1.902113032590315,100.0
0.3425,2.0,100.0
0.343,1.902113032590297,100.0
0.3435,1.6180339887498567,100.0
0.34400000000000003,1.1755705045849139,100.0
0.34450000000000003,0.6180339887498805,100.0
0.34500000000000003,-4.704872039017554e-14,100.0
0.34550000000000003,-0.6180339887499159,100.0
0.34600000000000003,-1.17557050458499,100.0
0.34650000000000003,-1.618033988749912,100.0
0.34700000000000003,-1.9021130325903262,100.0
0.34750000000000003,-2.0,100.0
0.34800000000000003,-1.902113032590286,100.0
0.34850000000000003,-1.6180339887498694,100.0
0.34900000000000003,-1.1755705045849314,100.0
0.34950000000000003,-0.6180339887498469,100.0
0.35000000000000003,2.5487508957543065e-14,100.0
0.35050000000000003,0.6180339887499495,100.0
0.35100000000000003,1.1755705045849725,100.0
0.35150000000000003,1.6180339887499329,100.0
0.352,1.9021130325903017,100.0
0.3525,2.0,100.0
0.353,1.9021130325903104,100.0
0.3535,1.6180339887499156,100.0
0.354,1.1755705045849487,100.0
0.3545,0.6180339887499215,100.0
0.355,-3.92629752491059e-15,100.0
0.3555,-0.6180339887498749,100.0
0.356,-1.1755705045849092,100.0
0.3565,-1.6180339887498867,100.0
0.357,-1.902113032590295,100.0
0.3575,-2.0,100.0
0.358,-1.902113032590317,100.0
0.3585,-1.6180339887498947,100.0
0.359,-1.1755705045849663,100.0
0.3595,-0.6180339887498879,100.0
0.36,-1.7634913907721887e-14,100.0
0.3605,0.6180339887499084,100.0
0.361,1.1755705045849376,100.0
0.3615,1.618033988749874,100.0
0.362,1.902113032590306,100.0
0.3625,2.0,100.0
0.363,1.902113032590306,100.0
0.3635,1.6180339887499073,100.0
0.364,1.1755705045849376,100.0
0.3645,0.6180339887499084,100.0
0.365,-1.7647293520453652e-14,100.0
0.3655,-0.6180339887498879,100.0
0.366,-1.1755705045849203,100.0
0.3665,-1.6180339887498947,100.0
0.367,-1.9021130325902993,100.0
0.3675,-2.0,100.0
0.368,-1.9021130325903126,100.0
0.3685,-1.6180339887498867,100.0
0.369,-1.1755705045849552,100.0
0.3695,-0.6180339887498749,100.0
0.37,-3.9139179121788235e-15,100.0
0.3705,0.6180339887498675,100.0
0.371,1.1755705045849487,100.0
0.3715,1.618033988749882,100.0
0.372,1.9021130325903104,100.0
0.3725,2.0,100.0
0.373,1.9021130325903017,100.0
0.3735,1.6180339887498993,100.0
0.374,1.1755705045849265,100.0
0.3745,0.6180339887498953,100.0
0.375,2.54751293448113e-14,100.0
0.3755,-0.618033988749901,100.0
0.376,-1.1755705045849314,100.0
0.3765,-1.618033988749903,100.0
0.377,-1.9021130325903037,100.0
0.3775,-2.0,100.0
0.378,-1.9021130325903084,100.0
0.3785,-1.6180339887498787,100.0
0.379,-1.175570504584944,100.0
0.3795,-0.6180339887498618,100.0
0.38,9.80707808336424e-15,100.0
0.3805,0.6180339887498805,100.0
0.381,1.1755705045849598,100.0
0.3815,1.61803398874989,100.0
0.382,1.9021130325903146,100.0
0.3825,2.0,100.0
0.383,1.9021130325902975,100.0
0.3835,1.6180339887498913,100.0
